0,1,2,3,4,5,6,7,8,9
ChambaH,"6,522",596.72,"1,221.92",637.51,"2,456.15",37.66,-1.82,21.27,
HamirpurH,"1,118",42.41,101.95,217.17,361.53,32.34,0.00,12.40,
KangraH,"5,739",229.24,"1,301.44",869.52,"2,400.20",41.82,5.70,12.81,
KinnaurH,"6,401",84.24,325.72,238.11,648.07,10.12,-0.51,61.34,
KulluH,"5,503",634.95,852.20,508.21,"1,995.36",36.26,0.22,25.02,
Lahaul & SpitiH,"13,841",11.95,34.03,100.03,146.01,1.05,0.17,16.69,
MandiH,"3,950",412.59,730.22,647.36,"1,790.17",45.32,9.11,18.67,
ShimlaH,"5,131",778.96,"1,150.66",514.97,"2,444.59",47.64,4.22,28.29,
SirmaurH,"2,825",238.40,646.70,530.78,"1,415.88",50.12,20.46,49.60,
SolanH,"1,936",45.84,439.72,423.19,908.75,46.94,12.08,46.55,
UnaH,"1,540",19.65,309.88,310.31,639.84,41.55,2.98,12.75,
Grand Total,"55,673","3,117.60","7,280.29","5,182.46","15,580.35",27.99,54.73,308.69,
*Area figure calculated without normalization factor.,,,,,,,,,
,Division,Very,Mod.,,,Digitized,,,
Division,,,,Open,,,2021,Scrub,
,Boundary,Dense,Dense,,Total,Division,,,
,,,,Forest,,,Raster,,
,Area#,Forest,Forest,,,Boundary,,,
,,,,,,,based*,,
,,,,,,Area,,,
Anni,714.59,70.71,161.44,100.31,332.46,46.52,-0.06,2.49,
Banjar,356.91,83.50,89.51,30.26,203.27,56.95,0.13,1.40,
Bharmour,952.77,102.46,117.84,142.44,362.74,38.07,0.42,5.04,
Bilaspur,"1,167.39",22.05,189.43,163.18,374.66,32.09,2.05,1.91,
Chamba,"1,473.05",372.98,281.15,133.43,787.56,53.46,-2.03,0.87,
Chamba WL,"1,309.67",50.53,90.21,73.35,214.09,16.35,-0.34,5.98,
Chopal,810.96,129.16,238.72,61.58,429.46,52.96,0.20,5.14,
Churah,884.79,112.97,210.67,95.83,419.47,47.41,0.66,1.31,
Dalhousie,714.27,100.50,277.91,80.54,458.95,64.25,0.00,0.22,
Dehra,970.26,29.62,199.45,234.10,463.17,47.74,5.07,10.42,
Dharamshala,"1,066.49",110.46,343.63,83.08,537.17,50.37,-0.04,0.85,
Excluded Area,,,,,,,,,
from Majathal WL,8.80,0.00,0.35,1.78,2.13,24.20,0.01,0.21,
Sanctuary,,,,,,,,,
Excluded Area From,,,,,,,,,
Shikari Devi WL,80.85,22.13,37.55,0.35,60.03,74.25,0.00,0.00,
Sanctuary,,,,,,,,,
Excluded Area From,,,,,,,,,
,91.51,6.25,17.87,12.00,36.12,39.47,0.73,1.78,
Chail WL Sanctuary,,,,,,,,,
Excluded Area,,,,,,,,,
From Churdhar WL,7.92,0.28,1.05,0.56,1.89,23.86,0.13,0.00,
Sanctuary,,,,,,,,,
Excluded Area,,,,,,,,,
From Darlaghat,13.47,0.38,2.91,1.55,4.84,35.93,-0.01,0.00,
Conservation,,,,,,,,,
Excluded Area From,,,,,,,,,
Gamgul Siyabehi,19.13,0.77,5.60,1.27,7.64,39.94,0.00,0.37,
WL Sanctuary,,,,,,,,,
Excluded Area From,,,,,,,,,
Kalatop Khajjiar WL,21.07,7.55,2.31,2.66,12.52,59.42,-0.02,0.00,
Sanctuary,,,,,,,,,
Excluded Area,,,,,,,,,
From Kanawar WL,14.58,2.68,7.41,0.95,11.04,75.72,0.00,0.00,
Sanctuary,,,,,,,,,
Excluded Area From,,,,,,,,,
,71.92,0.81,1.80,7.14,9.75,13.56,0.11,0.01,
Kugti WL Sanctuary,,,,,,,,,
Excluded Area,,,,,,,,,
From Nagru WL,5.10,2.34,0.99,0.00,3.33,65.29,0.00,0.02,
Sanctuary,,,,,,,,,
Excluded Area From,,,,,,,,,
,99.22,26.26,29.90,9.40,65.56,66.08,0.00,0.08,
Nargu WL,,,,,,,,,
Excluded Area From,,,,,,,,,
Sechu-Tuan Nala,44.42,0.00,0.00,10.35,10.35,23.30,-0.04,0.56,
WL Sanctuary,,,,,,,,,
,Division,Very,Mod.,,,Digitized,,,
Division,,,,Open,,,2021,Scrub,
,Boundary,Dense,Dense,,Total,Division,,,
,,,,Forest,,,Raster,,
,Area#,Forest,Forest,,,Boundary,,,
,,,,,,,based*,,
,,,,,,Area,,,
Ghnp,980.82,58.68,96.77,40.98,196.43,20.03,0.00,2.99,
Hamirpur,"1,118.40",37.38,119.89,208.83,366.10,32.73,0.06,11.72,
Hamirpur WL,868.13,17.84,48.15,12.76,78.75,9.07,0.00,1.63,
Hamirpur WL North,230.64,0.00,1.67,2.19,3.86,1.67,0.00,0.90,
Joginder Nagar,657.50,52.53,80.76,186.70,319.99,48.67,1.23,3.23,
Karsog,602.12,26.63,129.24,103.46,259.33,43.07,2.14,6.12,
Kinnaur,"5,690.40",61.21,281.09,207.12,549.42,9.66,-0.51,53.60,
Kotgarh,273.29,55.33,52.62,21.50,129.45,47.37,0.00,0.28,
Kullu,"1,156.62",108.61,243.88,146.91,499.40,43.18,0.00,4.04,
Kullu WL,"1,495.01",192.07,208.32,85.00,485.39,32.47,0.18,4.16,
Kunihar,543.76,5.68,161.46,105.82,272.96,50.20,0.84,6.49,
Lahaul,"6,574.85",14.18,31.29,98.50,143.97,2.19,0.17,11.16,
Mandi,820.26,46.30,132.00,148.43,326.73,39.83,0.42,3.25,
Nachan,619.51,112.68,195.59,48.01,356.28,57.51,0.46,0.03,
Nahan,518.67,21.76,182.88,175.55,380.19,73.30,7.98,1.19,
Nalagarh,703.49,26.99,145.13,133.38,305.50,43.43,0.97,11.82,
Nurpur,"1,434.31",23.23,401.66,284.82,709.71,49.48,-0.21,1.14,
Palampur,"1,167.86",115.22,306.42,191.40,613.04,52.49,1.30,1.32,
Pangi,"1,011.19",9.86,27.41,135.36,172.63,17.07,-0.58,5.43,
Paonta Sahib,481.67,77.03,143.53,52.02,272.58,56.59,1.59,0.70,
Parvati,929.98,108.12,134.74,133.72,376.58,40.49,-0.03,8.29,
Rajgarh,761.22,23.87,196.33,160.25,380.45,49.98,5.85,19.03,
Rampur,819.42,160.87,157.56,71.89,390.32,47.63,0.25,3.70,
Renuka Ji,985.89,4.73,154.94,153.72,313.39,31.79,4.72,29.39,
Rohru,"1,589.07",176.00,345.01,162.58,683.59,43.02,0.64,6.85,
Sarahan WL,962.65,79.96,76.93,38.65,195.54,20.31,0.00,6.31,
Shimla,689.80,35.80,160.19,144.97,340.96,49.43,2.43,8.15,
Shimla (Urban),18.33,0.12,7.71,2.20,10.03,54.72,0.00,0.00,
Shimla WL,186.73,67.20,79.75,16.74,163.69,87.66,1.58,0.18,
Solan,553.93,0.40,108.64,155.91,264.95,47.83,8.51,29.05,
Spiti WL,"7,366.48",0.00,0.00,2.42,2.42,0.03,0.00,4.18,
Suket,920.74,22.66,115.45,148.54,286.65,31.13,4.59,8.52,
Theog,670.35,101.11,132.92,48.29,282.32,42.12,0.24,0.47,
Una,"1,538.63",19.15,312.21,307.71,639.07,41.54,2.92,14.71,
Area which does not,,,,,,,,,
,31.00,0.01,0.45,0.02,0.48,1.55,0.02,0.00,
fall in any Division,,,,,,,,,
Grand Total,"55,871.86","3,117.60","7,280.29","5,182.46","15,580.35",27.89,54.73,308.69,
#,As per the division boundary shapefile provided by State Forest Department.,,,,,,,,
Sl. No.,Name of Urban,,Very,Mod.,,Total,,,
,,Digitized,,,Open,,Cover w.r.t.,Scrub,
,Local Body,,Dense,Dense,,Forest,,,
,,Boundary*,,,Forest,,Area of,,
,,,Forest,Forest,,Cover,,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
,Amb Nagar,,,,,,,,
1,,14.08,0.00,0.00,2.83,2.83,20.10,0.00,
,Panchayat,,,,,,,,
,Nagar Panchayat,,,,,,,,
2,,0.62,0.00,0.00,0.09,0.09,14.52,0.00,
,Anni,,,,,,,,
3,Arki,1.97,0.00,0.43,0.06,0.49,24.87,0.00,
4,Baddi,7.91,0.00,0.00,0.07,0.07,0.88,0.00,
5,Baijnath,7.30,0.00,0.05,0.76,0.81,11.10,0.00,
,Nagara Panchayat,,,,,,,,
6,,0.50,0.00,0.01,0.01,0.02,4.00,0.00,
,Banjar,,,,,,,,
7,Bhota,2.48,0.66,0.20,0.09,0.95,38.31,0.00,
,Nagar Panchayat,,,,,,,,
8,,0.68,0.00,0.00,0.05,0.05,7.35,0.00,
,Bhunter,,,,,,,,
9,Bilaspur,3.60,0.00,0.00,0.08,0.08,2.22,0.00,
10,Chamba,3.56,0.00,0.31,0.66,0.97,27.25,0.00,
11,Chirgaon,2.06,0.00,0.00,0.02,0.02,0.97,0.05,
12,Chpopal,0.34,0.04,0.02,0.00,0.06,17.65,0.00,
13,Chowari,2.15,0.00,0.01,0.20,0.21,9.77,0.00,
14,Dalhousie,6.03,1.01,3.24,0.30,4.55,75.46,0.00,
15,Daulatpur(NP),4.79,0.00,3.25,0.00,3.25,67.85,0.00,
16,Dehra,3.09,0.00,0.10,0.55,0.65,21.04,0.09,
17,Dharamshala,28.36,3.36,5.49,1.96,10.81,38.12,0.00,
18,Gagret(NP),1.72,0.00,0.00,0.04,0.04,2.33,0.00,
19,Ghumarwin,4.61,0.00,0.00,0.01,0.01,0.22,0.00,
20,Hamirpur,5.79,0.00,0.00,0.66,0.66,11.40,0.00,
21,Jawlamukhi,2.75,0.29,0.62,0.45,1.36,49.45,0.00,
22,Joginder Nagar,2.21,0.03,0.01,0.04,0.08,3.62,0.06,
23,Jubbal,0.29,0.00,0.00,0.02,0.02,6.90,0.00,
24,Kandaghat,0.76,0.00,0.00,0.08,0.08,10.53,0.00,
25,Kangra,2.60,0.00,0.00,0.60,0.60,23.08,0.00,
26,Karsog,0.87,0.00,0.00,0.04,0.04,4.60,0.00,
27,Kotkhai,0.56,0.00,0.00,0.16,0.16,28.57,0.00,
,Municipal Council,,,,,,,,
28,,2.71,0.00,0.00,0.25,0.25,9.23,0.00,
,Kullu,,,,,,,,
,Municipal Council,,,,,,,,
29,,1.85,0.68,0.03,0.00,0.71,38.38,0.00,
,Manali,,,,,,,,
30,Mandi,26.03,0.00,0.09,5.48,5.57,21.40,0.00,
,Mehatpur,,,,,,,,
31,,3.30,0.00,0.00,0.01,0.01,0.30,0.00,
,Basdehra,,,,,,,,
32,Nadaun,1.64,0.00,0.00,0.08,0.08,4.88,0.00,
33,Nagrota Bagwan,1.59,0.00,0.00,0.10,0.10,6.29,0.00,
34,Nahan,10.56,0.00,3.27,3.90,7.17,67.90,0.00,
35,Nalagarh,1.98,0.03,0.46,0.06,0.55,27.78,0.00,
36,Narkanda,0.42,0.06,0.05,0.00,0.11,26.19,0.00,
37,Nerchowk,6.48,0.00,0.00,0.00,0.00,0.00,0.00,
Sl. No.,Name of Urban,,Very,Mod.,,Total,,,
,,Digitized,,,Open,,Cover w.r.t.,Scrub,
,Local Body,,Dense,Dense,,Forest,,,
,,Boundary*,,,Forest,,Area of,,
,,,Forest,Forest,,Cover,,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
38,Nerwa,0.63,0.00,0.03,0.07,0.10,15.87,0.00,
,Nagar Panchayat,,,,,,,,
39,,0.65,0.00,0.00,0.00,0.00,0.00,0.00,
,Nirmand,,,,,,,,
40,Nurpur,3.95,0.00,0.00,1.10,1.10,27.85,0.00,
41,Parwanoo,1.83,0.00,0.03,0.16,0.19,10.38,0.00,
42,Poanta Sahib,5.96,0.00,0.00,0.09,0.09,1.51,0.00,
43,Rajgarh,1.27,0.00,0.10,0.13,0.23,18.11,0.00,
44,Rampur,3.35,0.00,0.00,1.12,1.12,33.43,0.00,
45,Rewalsar,0.63,0.00,0.00,0.03,0.03,4.76,0.00,
46,Rohru,1.40,0.00,0.00,0.06,0.06,4.29,0.05,
47,Santokhgarh,6.84,0.00,0.00,0.00,0.00,0.00,0.10,
48,Sarkaghat,3.79,0.00,0.00,1.38,1.38,36.41,0.02,
49,Shahpur,6.34,0.00,0.76,0.62,1.38,21.77,0.00,
50,Naina Devi Ji,0.70,0.00,0.24,0.09,0.33,47.14,0.00,
51,Solan,11.94,0.00,0.32,1.36,1.68,14.07,0.19,
52,Sujanpur,2.43,0.00,0.00,0.04,0.04,1.65,0.00,
53,Sundernagar,10.31,0.00,0.00,0.96,0.96,9.31,0.00,
54,Sunni,0.87,0.00,0.00,0.02,0.02,2.30,0.13,
55,Tahliwal,7.56,0.00,0.00,0.03,0.03,0.40,0.18,
56,Talai,3.00,0.21,0.70,0.02,0.93,31.00,0.00,
57,Theog,1.19,0.03,0.15,0.00,0.18,15.13,0.00,
58,UNA(MC),4.70,0.00,0.02,0.08,0.10,2.13,0.00,
59,Jawali,3.69,0.00,0.00,0.46,0.46,12.47,0.00,
60,Palampur,28.81,0.00,1.47,9.13,10.60,36.79,0.00,
61,Shimla (MC),27.80,0.29,11.11,2.10,13.50,48.56,0.00,
,Grand Total,307.88,6.69,32.57,38.76,78.02,25.34,0.87,
*Shapefile of digitized boundary as provided by Directorate of Urban Development.,,,,,,,,,
,Table 10.10.7 Forest Cover Change Matrix Inside RFA/GW for Himachal,,,,,,,,
,Pradesh between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,(km2),,,
,,,2023 Assessment inside RFA/GW,,,Total ISFR,,,
,,,,,,2021 inside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,"2,469.05",366.83,0.00,0.00,0.05,"2,835.93",,,
MDF,322.77,"4,889.37",183.33,0.00,0.32,"5,395.79",,,
OF,0.00,175.68,"2,263.25",0.00,1.25,"2,440.18",,,
Scrub,0.00,0.00,7.31,56.83,0.15,64.29,,,
NF,0.00,0.00,29.38,0.18,"3,259.23","3,288.79",,,
Total ISFR,,,,,,,,,
2023 inside,"2,791.82","5,431.88","2,483.27",57.01,"3,261.00","14,024.98",,,
RFA /GW,,,,,,,,,
Net Change,-44.11,36.09,43.09,-7.28,-27.79,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.10.9 Altitude-wise Forest Cover in Himachal Pradesh,,,,,,,,
,,,,,,(km2),,,
Altitude Zone,Calculated,,,,,,,,
,,VDF,MDF,OF,Total,Scrub,,,
(m),Area by SoI,,,,,,,,
0-500,"2,980",68.88,335.39,433.81,838.08,16.75,,,
500-1000,"7,615",324.28,"1,579.56","1,717.23","3,621.07",55.93,,,
1000-2000,"9,285",420.80,"1,848.26","1,636.30","3,905.36",107.91,,,
2000-3000,"7,745","1,926.22","2,457.36",688.94,"5,072.52",24.46,,,
3000-4000,"6,943",377.41,"1,057.41",687.30,"2,122.12",94.26,,,
> 4000,"2,1105",0.01,2.31,18.88,21.20,9.38,,,
Total,"55,673","3,117.60","7,280.29","5,182.46","15,580.35",308.69,,,
"(based on SRTM, Digital Elevation Model, 30 m, 2016).",,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,3C/C2b(i) Bhabar-dun sal,210.65,1.03,,,,,,
2,5B/C1a Dry Siwalik sal forest,96.99,0.47,,,,,,
3,5B/C2 Northern dry mixed deciduous forest,"2,604.66",12.75,,,,,,
4,5/DS1 Dry deciduous scrub,137.34,0.67,,,,,,
5,5/DS3 Euphorbia scrub,5.20,0.03,,,,,,
6,5/E9 Dry bamboo brakes,75.94,0.37,,,,,,
7,5/1S2 Khair-sissu forest,1.26,0.01,,,,,,
8,9/C1a Lower or Siwalik chir pine forest,"1,532.58",7.50,,,,,,
9,9/C1b Upper or Himalayan chir pine forest,"1,414.32",6.93,,,,,,
10,9/C1/DS1 Himalayan subtropical scrub,69.94,0.34,,,,,,
11,12/C1a Ban oak forest (Q. incana),821.92,4.02,,,,,,
12,12/C1b Moru oak forest (Q. dilatata),11.91,0.06,,,,,,
13,12/C1c Moist deodar forest (Cedrus),"2,168.03",10.62,,,,,,
,"12/C1d Western mixed coniferous forest (spruce, blue pine, silver",,,,,,,,
14,,"2,902.25",14.21,,,,,,
,fir),,,,,,,,
15,12/C1e Moist temperate deciduous forest,102.96,0.50,,,,,,
16,12/C1f Low-level blue pine forest (P. wallichiana),450.63,2.21,,,,,,
17,12/C1/DS1 Oak scrub,219.09,1.07,,,,,,
18,12/C1/DS2 Himalayan temperate secondary scrub,117.95,0.58,,,,,,
19,12/C2a Kharsu oak forest (Q. semecarpifolia),151.23,0.74,,,,,,
20,12/C2b West Himalayan upper oak/fir forest,139.98,0.69,,,,,,
21,12/DS1 Montane bamboo brakes,11.40,0.06,,,,,,
22,12/E1Cypress forest,9.14,0.04,,,,,,
23,12/1S1Alder forest,3.84,0.02,,,,,,
,13/C1 Dry broadleaved and coniferous forest (Q. ilex-P.,,,,,,,,
24,,6.86,0.03,,,,,,
,gerardiana),,,,,,,,
25,13/C2a Neoza pine forest (P. gerardiana),126.11,0.62,,,,,,
26,13/C2b Dry deodar forest (Cedrus),224.40,1.10,,,,,,
27,13/C3 West Himalayan dry temperate deciduous forest,0.08,0.00,,,,,,
,13/C4 West Himalayan high-level dry blue pine forest (P.,,,,,,,,
28,,65.44,0.32,,,,,,
,wallichiana),,,,,,,,
29,13/C5 West Himalayan dry juniper forest (J. macropoda),55.43,0.27,,,,,,
30,13/1S2 Populus/Salix forest,3.64,0.02,,,,,,
31,14/C1a West Himalayan sub-alpine fir forest,112.02,0.55,,,,,,
32,14/C1b West Himalayan sub-alpine birch/fir forest,508.67,2.49,,,,,,
33,15/C1 Birch/Rhododendron scrub forest,37.37,0.18,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
34,15/C2 Deciduous alpine scrub,4.82,0.02,,,,,,
35,15/E1 Dwarf Rhododendron scrub,1.58,0.01,,,,,,
36,16/C1 Dry alpine scrub,108.74,0.53,,,,,,
37,16/E1 Dwarf juniper scrub,163.06,0.80,,,,,,
Sub Total,,"14,677.43",71.86,,,,,,
38,TOF/ Plantation,"1,211.61",5.93,,,,,,
Total (Forest Cover & Scrub),,"15,889.04",77.79,,,,,,
Grassland Forest Types (outside forest cover),,,,,,,,,
39,12/DS3 Himalayan temperate pastures,914.50,4.49,,,,,,
40,15/C3 Alpine pastures,"3,619.78",17.72,,,,,,
Sub Total,,"4,534.28",22.21,,,,,,
Grand Total,,"20,423.32",100.00,,,,,,
*Forest Types have been assigned to the natural forest formations under forest cover and scrub categories shown in,,,,,,,,,
Table 10.10.12 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1,Bilaspur,,10,428,,,,,
2,Chamba,,31,784,,,,,
3,Hamirpur,,23,507,,,,,
4,Kangra,,32,"1,547",,,,,
5,Kinnaur,,23,121,,,,,
6,Kullu,,147,764,,,,,
7,Lahaul & Spiti,,0,4,,,,,
8,Mandi,,128,"1,167",,,,,
9,Shimla,,199,"1,823",,,,,
10,Sirmaur,,45,"1,055",,,,,
11,Solan,,19,"1,078",,,,,
12,Una,,47,858,,,,,
,Total,,704,"10,136",,,,,
,Table 10.10.13 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,0.00,0.00,,,,,,
2,Very highly fire prone,69.77,0.44,,,,,,
3,Highly fire prone,"1,100.12",6.92,,,,,,
4,Moderately fire prone,"2,545.35",16.02,,,,,,
5,Less fire prone,"12,173.80",76.62,,,,,,
,Total,"15,889.04",100.00,,,,,,
*Forest Cover including Scrub.,,,,,,,,,
Table 10.10.14 Number of Trees and their Volume for Top 5 Species,,,,,,,,,
in RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Quercus leucotrichophora,"83,194",17.55,,,,,,
2,"P
i
nus roxburghii","81,563",37.98,,,,,,
3,Cedrus deodara,"45,851",36.95,,,,,,
4,"P
i
nus wallichiana/ Pinus excelsa","38,713",35.74,,,,,,
5,Mallotus philippensis,"37,987",2.11,,,,,,
in Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,"P
i
nus roxburghii/ Pinus longifolia","26,934",7.908,,,,,,
2,Grewia optiva/ Grewia oppositifolia,"17,617",1.308,,,,,,
3,Pyrus species,"15,405",0.287,,,,,,
4,Acacia catechu/ Senegalia catechu,"11,853",0.784,,,,,,
5,Mallotus philippensis,"10,610",0.630,,,,,,
in Urban Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Grewia optiva/ Grewia oppositifolia,239,0.017,,,,,,
2,"P
i
nus roxburghii",166,0.057,,,,,,
3,Morus species,141,0.012,,,,,,
4,Leucaena leucocephala,128,0.011,,,,,,
5,Acacia catechu/ Senegalia catechu,105,0.012,,,,,,
Geographical Area,,,,,,,,,
"79,716  km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 22◦00’ N to 24◦37’ N,,,,,,,,,
Longitude 83◦15’ E to 87◦01’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
32.99 million,,,,,,,,,
Urban 7.93 million (24.05 %),,,,,,,,,
Rural 25.06 million (75.95 %),,,,,,,,,
Tribal 8.65 million (26.21 %),,,,,,,,,
Average Population Density,,,,,,,,,
414 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
18.05 million,,,,,,,,,
No. of Districts,,,,,,,,,
24,,,,,,,,,
No. of Hill Districts,,,,,,,,,
0,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
17,,,,,,,,,
Table 10.11.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,"7,972",,,,,,,,
Reporting area for land utilization,"7,970.08",100.00,,,,,,,
Forests,"2,239.48",28.10,,,,,,,
Not available for land cultivation,"1,275.84",16.01,,,,,,,
Permanent pastures and other grazing lands,131.13,1.64,,,,,,,
Land under misc. tree crops and groves,126.18,1.58,,,,,,,
Culturable wasteland,382.44,4.80,,,,,,,
Fallow land other than current fallows,"1,068.00",13.40,,,,,,,
Current fallows,"1,368.44",17.17,,,,,,,
Net area sown,"1,378.57",17.30,,,,,,,
Table 10.11.2  Forest Cover of Jharkhand,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,"2,635.35",3.31,,,,,,,
MDF,"9,640.99",12.09,,,,,,,
OF,"11,489.44",14.41,,,,,,,
Total,"23,765.78",29.81,,,,,,,
Scrub,558.32,0.70,,,,,,,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
Bokaro,"2,883",59.04,231.40,281.97,572.41,19.85,2.33,29.09,
Chatra,"3,718",254.32,838.17,706.90,"1,799.39",48.40,-15.23,34.45,
Deoghar,"2,477",0.03,13.18,192.45,205.66,8.30,0.38,13.94,
Dhanbad,"2,040",0.00,43.62,177.58,221.20,10.84,2.19,14.13,
Dumka,"3,761",0.02,252.54,336.28,588.84,15.66,11.34,31.00,
East Singhbhum,"3,562",53.52,587.20,428.26,"1,068.98",30.01,-3.43,22.79,
Garhwa,"4,093",129.75,419.54,906.31,"1,455.60",35.56,22.93,41.54,
Giridih,"4,962",77.20,333.39,489.61,900.20,18.14,0.77,31.07,
Godda,"2,266",13.52,275.09,141.87,430.48,19.00,1.62,13.56,
Gumla,"5,360",308.47,587.15,559.79,"1,455.41",27.15,5.50,7.75,
Hazaribagh,"3,555",233.20,467.06,941.28,"1,641.54",46.18,4.33,21.62,
Jamtara,"1,811",0.00,20.28,87.21,107.49,5.94,1.09,4.00,
Khunti,"2,535",77.18,358.61,515.92,951.71,37.54,0.92,4.05,
Kodarma,"2,540",76.98,359.87,258.89,695.74,27.39,-1.79,7.83,
Latehar,"4,291",485.48,"1,291.23",606.49,"2,383.20",55.54,-2.37,7.39,
Lohardaga,"1,502",170.65,219.34,113.18,503.17,33.50,0.82,5.44,
Pakur,"1,811",2.83,168.77,114.53,286.13,15.80,1.08,21.87,
Palamu,"4,393",68.02,544.14,605.76,"1,217.92",27.72,6.33,82.92,
Ramgarh,"1,341",31.18,113.29,197.09,341.56,25.47,1.10,15.20,
Ranchi,"5,097",63.57,349.76,727.13,"1,140.46",22.38,4.58,21.52,
Sahibganj,"2,063",18.12,262.43,311.90,592.45,28.72,0.08,57.16,
Saraikela,,,,,,,,,
,"2,657",22.47,213.75,345.82,582.04,21.91,3.09,18.09,
Kharsawan,,,,,,,,,
Simdega,"3,774",22.37,342.69,881.45,"1,246.51",33.03,-3.51,17.57,
West Singhbhum,"7,224",467.43,"1,348.49","1,561.77","3,377.69",46.76,14.66,34.34,
Grand Total,"79,716","2,635.35","9,640.99","11,489.44","23,765.78",29.81,58.81,558.32,
*Area figure calculated without normalization factor.,,,,,,,,,
,Division,Very,Mod.,,,Digitized,,,
Division,,,,Open,,,2021,Scrub,
,Boundary,Dense,Dense,,Total,Division,,,
,,,,Forest,,,Raster,,
,Area#,Forest,Forest,,,Boundary,,,
,,,,,,,based*,,
,,,,,,Area,,,
Bokaro,"2,686.78",42.01,195.35,250.61,487.97,18.16,2.14,27.29,
Chaibasa,"2,846.32",1.80,185.70,471.67,659.17,23.16,4.30,11.13,
Chatra North,"1,472.96",58.29,375.66,291.14,725.09,49.23,-19.14,11.34,
Chatra South,"1,925.06",128.95,331.85,378.57,839.37,43.60,-0.48,9.55,
Deoghar,"2,468.45",0.00,13.73,190.19,203.92,8.26,0.44,12.56,
Dhalbhum,"3,253.39",36.80,490.93,379.34,907.07,27.88,-3.66,18.09,
Dhanbad,"2,023.38",0.00,43.30,167.19,210.49,10.40,0.76,15.57,
Dumka,"3,735.27",0.02,253.61,329.33,582.96,15.61,8.95,34.82,
Elephant Sanctuary,,,,,,,,,
,411.66,27.82,132.19,65.32,225.33,54.74,0.00,4.01,
Dalma,,,,,,,,,
Garhwa North,"2,445.14",39.89,54.40,417.03,511.32,20.91,11.58,35.59,
Garhwa South,"1,487.37",35.26,266.75,485.72,787.73,52.96,2.44,5.15,
Giridih East,"3,089.69",76.05,275.68,351.87,703.60,22.77,-0.32,16.16,
Giridih West,"1,205.94",0.07,24.64,48.43,73.14,6.06,-0.47,8.58,
Godda,"2,223.51",12.16,262.91,132.79,407.86,18.34,1.53,13.39,
Gumla,"4,203.24",191.82,330.86,402.33,925.01,22.01,2.19,6.97,
Hazaribag East,"1,717.11",85.72,169.88,277.29,532.89,31.03,-0.06,4.00,
Hazaribag West,"2,768.79",116.67,240.66,595.39,952.72,34.41,-0.79,18.04,
Hazaribag WL,"1,019.45",135.06,340.23,247.50,722.79,70.90,-1.24,3.75,
Jamtara,"1,794.22",0.00,20.11,85.27,105.38,5.87,0.72,4.63,
Khunti,"3,943.36",80.83,447.30,690.59,"1,218.72",30.91,0.49,16.72,
Koderma,"1,439.24",53.49,270.87,212.98,537.34,37.33,-2.11,6.42,
Kolhan,"1,123.00",34.28,329.12,372.64,736.04,65.54,3.01,13.03,
Latehar,"2,700.30",160.66,745.30,377.58,"1,283.54",47.53,-3.07,6.31,
Lohardaga,"1,878.08",225.99,345.49,147.30,718.78,38.27,0.67,4.78,
Medani Nagar,"4,302.48",65.50,521.59,571.45,"1,158.54",26.93,2.36,80.73,
Pakur,"1,806.53",2.84,176.82,117.88,297.54,16.47,1.06,22.06,
